[2008-12-10 21:40:58] Get:[http://so.youku.com/search_video/q_%E5%93%86%E5%95%A6a%E6%A2%A6/orderby_3]
[2008-12-10 21:41:01] Get:[http://so.youku.com/search_video/q_%E5%93%86%E5%95%A6a%E6%A2%A6_orderby_3_page_2.html]
[2008-12-10 21:41:01] Get:[http://so.youku.com/search_video/q_%E5%93%86%E5%95%A6a%E6%A2%A6_orderby_3_page_3.html]
[2008-12-10 21:41:02] Get:[http://so.youku.com/search_video/q_%E5%93%86%E5%95%A6a%E6%A2%A6_orderby_3_page_4.html]
[2008-12-10 21:41:03] Get:[http://so.youku.com/search_video/q_%E5%93%86%E5%95%A6a%E6%A2%A6_orderby_3_page_5.html]
[2008-12-10 21:41:03] Get:[http://so.youku.com/search_video/q_%E5%93%86%E5%95%A6a%E6%A2%A6_orderby_3_page_6.html]
[2008-12-10 21:41:04] Get:[http://so.youku.com/search_video/q_%E5%93%86%E5%95%A6a%E6%A2%A6_orderby_3_page_7.html]
[2008-12-10 21:41:05] Get:[http://so.youku.com/search_video/q_%E5%93%86%E5%95%A6a%E6%A2%A6_orderby_3_page_8.html]
[2008-12-10 21:41:05] Get:[http://so.youku.com/search_video/q_%E5%93%86%E5%95%A6a%E6%A2%A6_orderby_3_page_9.html]
[2008-12-10 21:41:17] Get:[http://so.youku.com/search_video/q_%E5%93%86%E5%95%A6a%E6%A2%A6_orderby_3_page_10.html]
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMTQxNTg1NjA=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMTA4OTE2NDA=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMzI1ODMzODg=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMTQzNDE5Ng==.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMTg5MjkwMA==.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMjYxMzIxMg==.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMjQwMDc4NA==.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMTA4OTE2MzI=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XNzM0MjY4NA==.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMzczOTQ3MDA=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMjkwMTQwODg=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMjQ1NjQ0NjA=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMjkwMTM2NDQ=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMjkwMTQwNTY=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XNzUwMjk0MA==.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMzM0NDczNTI=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XNTIwODk1NjA=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMzM0NDc2Njg=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMzI1ODA4NjA=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XNjQ4MDU0OA==.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMjQ1NjIxNjQ=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMjU1NTQ5NzI=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XMTE3MTEyNDQ=.html
[2008-12-10 21:41:18] http://v.youku.com/v_show/id_XNjIwMzkwOA==.html
